resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R02572,Full-Stack Engineer,Senior,Node.js;Python;SQL;JavaScript;TypeScript;Docker;AWS,React,,,8.0,1,high,0.83
R02573,Site Reliability Engineer,Senior,Kubernetes;Python;Linux;Incident Response;Observability;SLIs/SLOs;Go,,,,9.1,1,high,0.75
R02574,Machine Learning Engineer,New Grad,TensorFlow;scikit-learn;Docker;MLflow,AWS;PyTorch,Python,,1.9,2,medium,0.68
R02575,Systems Software Engineer,New Grad,Linux;Concurrency;Rust;C++,C;Profiling,Memory Management,,1.9,2,medium,0.67
R02576,Embedded Software Engineer,Senior,Debugging;C;UART;SPI;C++;Microcontrollers;RTOS,I2C,,,7.1,0,high,0.78
R02577,Systems Software Engineer,New Grad,Linux;Rust;C;C++,Memory Management;Profiling,Concurrency,,1.1,4,medium,0.66
R02578,Data Engineer,Intern,Spark;ETL;GCP,Kafka;Airflow,Python,AWS;SQL,0.9,3,medium,0.56
R02579,Frontend Engineer,Senior,HTML;Next.js;Testing;JavaScript;React;TypeScript;CSS,Accessibility,,,8.8,0,high,0.77
R02580,Systems Software Engineer,New Grad,C++;Profiling;C;Linux,Rust;Concurrency,Memory Management,,1.6,3,medium,0.69
R02581,Backend Software Engineer,Junior,Docker;Java;SQL;Python;PostgreSQL,Go;Kubernetes,C++,AWS;REST APIs,2.2,3,medium,0.68
R02582,Full-Stack Engineer,New Grad,Python;AWS;JavaScript;Docker,Node.js;SQL,TypeScript,React,1.7,3,medium,0.64
R02583,Systems Software Engineer,Intern,C;Profiling;Rust,Concurrency;Memory Management,Linux,C++,0.7,3,medium,0.57
R02584,Frontend Engineer,Mid,HTML;React;Next.js;Testing;Accessibility;CSS,TypeScript;JavaScript,,,4.6,1,high,0.77
R02585,Data Engineer,Intern,Kafka;Python;AWS,Spark;ETL,GCP,SQL;Airflow,0.1,4,medium,0.57
R02586,Backend Software Engineer,Junior,C++;Python;Docker;REST APIs;Kubernetes,Java;Go,CI/CD,PostgreSQL;AWS,3.9,2,medium,0.73
R02587,Frontend Engineer,Junior,React;Accessibility;Next.js;TypeScript;CSS,HTML;Testing,JavaScript,,3.9,1,medium,0.68
R02588,Systems Software Engineer,Intern,Memory Management;C++;Concurrency,Profiling;Linux,C,Rust,1.2,5,medium,0.63
R02589,Systems Software Engineer,New Grad,Memory Management;Linux;Profiling;C++,C;Concurrency,Rust,,1.6,2,medium,0.65
R02590,Embedded Software Engineer,Junior,C++;I2C;UART;C;RTOS,Debugging;SPI,Microcontrollers,,3.6,2,medium,0.73
R02591,Backend Software Engineer,Junior,SQL;Java;PostgreSQL;REST APIs;Python,CI/CD;AWS,Docker,C++;Go,3.9,2,medium,0.66
R02592,Backend Software Engineer,Intern,CI/CD;REST APIs;Go,Docker;SQL,Java,C++;PostgreSQL;Kubernetes,0.6,2,medium,0.59
R02593,Data Engineer,Mid,Airflow;ETL;Spark;GCP;Python;SQL,AWS;Kafka,,,6.8,1,high,0.8
R02594,Machine Learning Engineer,Intern,Docker;TensorFlow;AWS,scikit-learn;PyTorch,MLflow,Python,1.2,5,medium,0.58
R02595,Site Reliability Engineer,Senior,Python;Kubernetes;Go;Incident Response;Observability;Linux;SLIs/SLOs,,,,11.0,0,high,0.78
R02596,Data Engineer,New Grad,Airflow;ETL;Spark;Python,AWS;Kafka,GCP,SQL,1.3,2,medium,0.65
R02597,Data Engineer,Intern,ETL;Python;SQL,AWS;Airflow,GCP,Spark;Kafka,0.0,5,medium,0.56
R02598,DevOps Engineer,Intern,CI/CD;Linux;Terraform,Docker;Python,Kubernetes,AWS,1.1,2,medium,0.58
R02599,Data Engineer,New Grad,Kafka;Airflow;Python;Spark,ETL;GCP,AWS,SQL,1.6,3,medium,0.68
R02600,Systems Software Engineer,Intern,Rust;Linux;Profiling,Memory Management;C,Concurrency,C++,0.2,2,medium,0.59
R02601,Full-Stack Engineer,New Grad,Docker;Python;TypeScript;AWS,JavaScript;React,Node.js,SQL,1.3,4,medium,0.69
R02602,Embedded Software Engineer,Junior,SPI;Debugging;Microcontrollers;C++;I2C,UART;RTOS,C,,2.7,1,medium,0.73
R02603,Frontend Engineer,Junior,HTML;CSS;Accessibility;JavaScript;Testing,TypeScript;React,Next.js,,2.7,3,medium,0.72
R02604,DevOps Engineer,Intern,AWS;Linux;Terraform,Docker;CI/CD,Kubernetes,Python,1.4,5,medium,0.56
R02605,DevOps Engineer,Intern,Python;AWS;Kubernetes,CI/CD;Docker,Terraform,Linux,0.5,2,medium,0.57
R02606,Full-Stack Engineer,Senior,SQL;JavaScript;AWS;TypeScript;Docker;React;Node.js,Python,,,9.9,2,high,0.84
R02607,Machine Learning Engineer,Intern,MLflow;Python;Docker,PyTorch;TensorFlow,scikit-learn,AWS,0.9,3,medium,0.57
R02608,Machine Learning Engineer,Intern,Docker;TensorFlow;scikit-learn,AWS;Python,MLflow,PyTorch,1.2,3,medium,0.64
R02609,Embedded Software Engineer,Junior,SPI;RTOS;I2C;Microcontrollers;C++,Debugging;C,UART,,2.2,3,medium,0.74
R02610,Frontend Engineer,New Grad,CSS;React;TypeScript;Testing,HTML;Next.js,JavaScript,Accessibility,2.4,3,medium,0.65
R02611,Data Engineer,Senior,Airflow;SQL;ETL;AWS;Spark;Python;Kafka,GCP,,,7.2,2,high,0.82
R02612,DevOps Engineer,Senior,Terraform;Linux;Docker;Kubernetes;Python;AWS;CI/CD,,,,10.8,2,high,0.8
R02613,DevOps Engineer,Junior,CI/CD;Terraform;AWS;Docker;Kubernetes,Linux;Python,,,2.3,3,medium,0.72
R02614,Full-Stack Engineer,Mid,TypeScript;AWS;Node.js;Docker;SQL;JavaScript,React;Python,,,4.8,2,high,0.72
R02615,Backend Software Engineer,Senior,PostgreSQL;Python;AWS;C++;SQL;Docker;CI/CD,REST APIs;Kubernetes,Go,,11.3,2,high,0.77
R02616,DevOps Engineer,New Grad,CI/CD;AWS;Kubernetes;Linux,Docker;Python,Terraform,,1.5,3,medium,0.69
R02617,Backend Software Engineer,Senior,Java;CI/CD;Docker;SQL;AWS;Kubernetes;C++,Go;PostgreSQL,REST APIs,,12.0,0,high,0.79
R02618,Systems Software Engineer,Senior,Memory Management;C++;C;Concurrency;Profiling;Linux;Rust,,,,8.1,0,high,0.83
R02619,Embedded Software Engineer,New Grad,SPI;C++;C;Debugging,I2C;Microcontrollers,RTOS,UART,1.1,4,medium,0.65
R02620,Full-Stack Engineer,New Grad,SQL;Node.js;React;Docker,JavaScript;TypeScript,AWS,Python,1.2,4,medium,0.69
R02621,Site Reliability Engineer,Mid,Kubernetes;Python;Observability;Linux;Go;Incident Response,SLIs/SLOs,,,4.4,2,high,0.8
R02622,Backend Software Engineer,Senior,C++;AWS;REST APIs;SQL;CI/CD;Kubernetes;Go,Docker;Java,PostgreSQL,,10.2,1,high,0.79
R02623,Data Engineer,Junior,GCP;Airflow;Python;SQL;Spark,AWS;ETL,Kafka,,2.1,3,medium,0.75
R02624,Frontend Engineer,Intern,TypeScript;HTML;Testing,CSS;Accessibility,Next.js,JavaScript;React,0.1,2,medium,0.56
R02625,Full-Stack Engineer,Mid,TypeScript;JavaScript;SQL;Docker;Python;Node.js,AWS;React,,,5.1,2,high,0.76
R02626,Embedded Software Engineer,Senior,C++;SPI;UART;Microcontrollers;Debugging;C;RTOS,I2C,,,11.8,2,high,0.81
R02627,Site Reliability Engineer,Intern,Incident Response;SLIs/SLOs;Kubernetes,Go;Observability,Linux,Python,1.1,4,medium,0.61
R02628,Systems Software Engineer,Mid,Memory Management;Concurrency;C++;C;Rust;Profiling,Linux,,,6.8,1,high,0.79
R02629,Embedded Software Engineer,Intern,C++;C;Debugging,Microcontrollers;I2C,UART,SPI;RTOS,0.3,4,medium,0.57
R02630,Machine Learning Engineer,Mid,MLflow;Docker;TensorFlow;PyTorch;AWS;scikit-learn,Python,,,6.4,1,high,0.73
R02631,Backend Software Engineer,Junior,Java;PostgreSQL;AWS;SQL;Kubernetes,CI/CD;Python,Docker,Go;REST APIs,2.7,3,medium,0.7
R02632,Site Reliability Engineer,Mid,Python;Incident Response;SLIs/SLOs;Kubernetes;Observability;Linux,Go,,,5.7,1,high,0.71
R02633,Backend Software Engineer,Mid,Go;Java;Docker;Kubernetes;CI/CD;SQL,Python;REST APIs,C++,AWS,5.3,1,high,0.78
R02634,Site Reliability Engineer,Mid,SLIs/SLOs;Observability;Kubernetes;Incident Response;Linux;Python,Go,,,4.8,2,high,0.78
R02635,Machine Learning Engineer,Intern,TensorFlow;AWS;PyTorch,MLflow;Docker,Python,scikit-learn,0.9,3,medium,0.6
R02636,Backend Software Engineer,Mid,AWS;REST APIs;SQL;Go;C++;Docker,Kubernetes;Python,CI/CD,PostgreSQL,4.1,2,high,0.73
R02637,Embedded Software Engineer,New Grad,SPI;C;RTOS;Debugging,UART;I2C,C++,Microcontrollers,1.2,2,medium,0.66
R02638,Data Engineer,Mid,Python;Kafka;GCP;Spark;ETL;Airflow,SQL;AWS,,,5.0,2,high,0.77
R02639,Full-Stack Engineer,New Grad,SQL;TypeScript;React;Python,JavaScript;AWS,Node.js,Docker,2.4,3,medium,0.65
R02640,Embedded Software Engineer,Mid,I2C;UART;Microcontrollers;C++;Debugging;RTOS,SPI;C,,,5.5,2,high,0.76
R02641,Data Engineer,Junior,Kafka;SQL;GCP;Airflow;ETL,Python;AWS,Spark,,2.9,1,medium,0.72
R02642,Full-Stack Engineer,Senior,React;Docker;Python;JavaScript;AWS;Node.js;SQL,TypeScript,,,10.2,1,high,0.85
R02643,Site Reliability Engineer,Senior,Kubernetes;Go;Observability;Linux;SLIs/SLOs;Incident Response;Python,,,,11.8,2,high,0.83
R02644,Full-Stack Engineer,Junior,JavaScript;Node.js;Python;AWS;TypeScript,Docker;React,SQL,,3.5,1,medium,0.73
R02645,Systems Software Engineer,Senior,C;C++;Rust;Concurrency;Linux;Memory Management;Profiling,,,,9.2,2,high,0.84
R02646,Data Engineer,Junior,GCP;Spark;AWS;ETL;Airflow,SQL;Python,Kafka,,2.4,1,medium,0.65
R02647,Full-Stack Engineer,New Grad,SQL;Python;AWS;TypeScript,JavaScript;React,Node.js,Docker,1.3,3,medium,0.7
R02648,Systems Software Engineer,Senior,Concurrency;Memory Management;C;Rust;C++;Linux;Profiling,,,,12.0,1,high,0.84
R02649,Frontend Engineer,Junior,Testing;HTML;React;Accessibility;Next.js,CSS;TypeScript,JavaScript,,3.6,2,medium,0.68
R02650,Frontend Engineer,Senior,Next.js;React;JavaScript;Testing;CSS;HTML;TypeScript,Accessibility,,,8.0,1,high,0.8
R02651,Backend Software Engineer,Junior,Go;Kubernetes;Python;AWS;PostgreSQL,Java;CI/CD,Docker,REST APIs;SQL,3.6,2,medium,0.72
R02652,Frontend Engineer,Mid,CSS;Accessibility;Testing;React;Next.js;JavaScript,TypeScript;HTML,,,5.1,2,high,0.73
R02653,Machine Learning Engineer,Junior,PyTorch;Python;TensorFlow;scikit-learn;MLflow,AWS;Docker,,,3.9,1,medium,0.69
R02654,Frontend Engineer,New Grad,JavaScript;CSS;Testing;Next.js,TypeScript;React,Accessibility,HTML,1.8,2,medium,0.62
R02655,DevOps Engineer,Mid,Kubernetes;Linux;Docker;Terraform;Python;AWS,CI/CD,,,7.0,2,high,0.75
R02656,Data Engineer,Senior,Airflow;AWS;Spark;SQL;Python;GCP;ETL,Kafka,,,8.7,1,high,0.79
R02657,Frontend Engineer,Mid,JavaScript;HTML;Next.js;TypeScript;Accessibility;Testing,CSS;React,,,5.3,1,high,0.79
R02658,Embedded Software Engineer,Junior,Debugging;Microcontrollers;SPI;RTOS;C++,UART;C,I2C,,3.3,3,medium,0.74
R02659,DevOps Engineer,Junior,Python;AWS;Docker;Kubernetes;Linux,Terraform;CI/CD,,,3.3,1,medium,0.67
R02660,Systems Software Engineer,New Grad,C++;C;Concurrency;Rust,Linux;Profiling,Memory Management,,2.0,2,medium,0.68
R02661,Site Reliability Engineer,Mid,SLIs/SLOs;Python;Observability;Incident Response;Kubernetes;Go,Linux,,,5.7,1,high,0.76
R02662,Backend Software Engineer,New Grad,PostgreSQL;REST APIs;Python;Go,Kubernetes;C++,Docker,AWS;SQL,2.1,2,medium,0.68
R02663,Data Engineer,Intern,Spark;Airflow;Python,AWS;SQL,Kafka,GCP;ETL,0.8,2,medium,0.56
R02664,Machine Learning Engineer,Junior,TensorFlow;MLflow;AWS;Python;scikit-learn,PyTorch;Docker,,,3.3,3,medium,0.73
R02665,Full-Stack Engineer,Intern,AWS;SQL;Python,Docker;React,JavaScript,Node.js;TypeScript,0.6,4,medium,0.6
R02666,Systems Software Engineer,New Grad,Linux;C;Concurrency;Memory Management,Profiling;C++,Rust,,1.1,4,medium,0.67
R02667,Data Engineer,Junior,GCP;Kafka;ETL;SQL;Airflow,AWS;Python,Spark,,3.8,2,medium,0.7
R02668,Site Reliability Engineer,Junior,SLIs/SLOs;Incident Response;Kubernetes;Linux;Observability,Python;Go,,,3.6,1,medium,0.68
R02669,Site Reliability Engineer,Intern,Kubernetes;Go;Incident Response,Observability;Python,Linux,SLIs/SLOs,1.0,4,medium,0.64
R02670,Embedded Software Engineer,Intern,I2C;RTOS;Microcontrollers,Debugging;C++,SPI,UART;C,0.1,4,medium,0.63
R02671,Embedded Software Engineer,New Grad,Debugging;UART;RTOS;SPI,C++;I2C,C,Microcontrollers,1.9,4,medium,0.66
R02672,DevOps Engineer,Senior,Linux;AWS;Kubernetes;CI/CD;Docker;Terraform;Python,,,,10.2,2,high,0.77
R02673,Systems Software Engineer,New Grad,C++;C;Profiling;Linux,Concurrency;Rust,Memory Management,,2.0,2,medium,0.7
R02674,Systems Software Engineer,Mid,Profiling;C++;Linux;Memory Management;C;Concurrency,Rust,,,4.6,1,high,0.79
R02675,Backend Software Engineer,Mid,REST APIs;PostgreSQL;Java;C++;Kubernetes;AWS,Python;Docker,Go,CI/CD,5.4,2,high,0.75
R02676,Machine Learning Engineer,Junior,AWS;MLflow;Docker;TensorFlow;Python,scikit-learn;PyTorch,,,3.0,1,medium,0.69
R02677,Backend Software Engineer,Mid,REST APIs;Python;AWS;PostgreSQL;CI/CD;Java,Kubernetes;Docker,C++,SQL,5.2,1,high,0.79
R02678,Full-Stack Engineer,New Grad,TypeScript;Docker;AWS;SQL,Python;JavaScript,Node.js,React,1.1,4,medium,0.68
R02679,DevOps Engineer,Mid,Linux;Kubernetes;Terraform;AWS;Docker;Python,CI/CD,,,6.2,1,high,0.75
R02680,Machine Learning Engineer,Mid,Docker;TensorFlow;MLflow;PyTorch;scikit-learn;Python,AWS,,,5.8,1,high,0.71
R02681,DevOps Engineer,Junior,Terraform;AWS;CI/CD;Linux;Docker,Kubernetes;Python,,,3.3,3,medium,0.69
R02682,Frontend Engineer,Intern,Next.js;TypeScript;Accessibility,JavaScript;Testing,React,CSS;HTML,1.3,4,medium,0.64
R02683,DevOps Engineer,Senior,Terraform;Docker;CI/CD;AWS;Python;Linux;Kubernetes,,,,8.1,0,high,0.75
R02684,Full-Stack Engineer,Intern,Node.js;JavaScript;AWS,SQL;Docker,React,Python;TypeScript,1.3,2,medium,0.58
R02685,Data Engineer,Junior,ETL;Python;Kafka;Airflow;AWS,SQL;Spark,GCP,,2.6,3,medium,0.73
R02686,Embedded Software Engineer,Intern,C;C++;Debugging,Microcontrollers;UART,RTOS,SPI;I2C,0.2,3,medium,0.55
R02687,DevOps Engineer,Senior,Python;CI/CD;Docker;Kubernetes;Linux;AWS;Terraform,,,,10.4,0,high,0.76
R02688,Site Reliability Engineer,New Grad,Kubernetes;Observability;SLIs/SLOs;Linux,Python;Go,Incident Response,,1.3,2,medium,0.65
R02689,Systems Software Engineer,Senior,Memory Management;C++;Concurrency;C;Rust;Linux;Profiling,,,,11.0,0,high,0.78
R02690,Machine Learning Engineer,Junior,PyTorch;TensorFlow;scikit-learn;MLflow;Docker,Python;AWS,,,3.6,2,medium,0.68
R02691,Embedded Software Engineer,New Grad,RTOS;C;SPI;I2C,Debugging;UART,C++,Microcontrollers,1.9,2,medium,0.68
R02692,Backend Software Engineer,Mid,Java;REST APIs;PostgreSQL;Docker;C++;SQL,Python;CI/CD,AWS,Kubernetes,5.4,2,high,0.72
R02693,DevOps Engineer,Intern,CI/CD;Python;Linux,Kubernetes;Docker,AWS,Terraform,0.0,3,medium,0.65
R02694,Frontend Engineer,Mid,React;Accessibility;JavaScript;HTML;TypeScript;Next.js,CSS;Testing,,,4.0,2,high,0.71
R02695,Backend Software Engineer,New Grad,SQL;Docker;C++;Java,Kubernetes;REST APIs,AWS,Python;PostgreSQL,1.1,3,medium,0.6
R02696,Data Engineer,Intern,AWS;SQL;Spark,GCP;Kafka,Airflow,Python;ETL,0.7,4,medium,0.56
R02697,Machine Learning Engineer,Intern,TensorFlow;AWS;Python,PyTorch;Docker,scikit-learn,MLflow,0.8,5,medium,0.61
R02698,Full-Stack Engineer,Junior,TypeScript;React;Python;Node.js;SQL,JavaScript;AWS,Docker,,4.0,3,medium,0.72
R02699,Systems Software Engineer,Mid,Profiling;C++;C;Linux;Concurrency;Rust,Memory Management,,,5.6,1,high,0.71
R02700,DevOps Engineer,Intern,Docker;Linux;AWS,Python;Terraform,CI/CD,Kubernetes,0.6,5,medium,0.56
R02701,Systems Software Engineer,New Grad,Linux;Profiling;Memory Management;Rust,C;Concurrency,C++,,1.6,3,medium,0.6
R02702,Systems Software Engineer,New Grad,Profiling;Linux;Concurrency;Rust,C++;C,Memory Management,,1.4,4,medium,0.64
R02703,Full-Stack Engineer,Senior,React;Docker;JavaScript;Node.js;SQL;TypeScript;AWS,Python,,,10.4,0,high,0.76
R02704,Full-Stack Engineer,Junior,AWS;SQL;JavaScript;Python;React,Node.js;Docker,TypeScript,,2.2,1,medium,0.71
R02705,Embedded Software Engineer,Junior,SPI;C++;UART;C;I2C,RTOS;Debugging,Microcontrollers,,3.1,3,medium,0.73
R02706,Frontend Engineer,Intern,Testing;HTML;React,JavaScript;CSS,TypeScript,Next.js;Accessibility,1.0,5,medium,0.62
R02707,Systems Software Engineer,Senior,Memory Management;Concurrency;C++;C;Profiling;Rust;Linux,,,,7.3,2,high,0.84
R02708,Full-Stack Engineer,New Grad,React;Docker;Node.js;Python,AWS;SQL,TypeScript,JavaScript,1.1,4,medium,0.62
R02709,Backend Software Engineer,Junior,AWS;Python;Go;C++;REST APIs,CI/CD;SQL,Docker,PostgreSQL;Kubernetes,2.3,1,medium,0.68
R02710,Embedded Software Engineer,Mid,C;Microcontrollers;C++;UART;Debugging;SPI,RTOS;I2C,,,5.7,2,high,0.76
R02711,Systems Software Engineer,New Grad,C;Linux;Memory Management;C++,Profiling;Rust,Concurrency,,1.6,3,medium,0.65
R02712,Machine Learning Engineer,Mid,Python;PyTorch;Docker;TensorFlow;AWS;scikit-learn,MLflow,,,4.2,1,high,0.73
R02713,Embedded Software Engineer,Junior,C;SPI;Microcontrollers;UART;C++,RTOS;I2C,Debugging,,3.9,1,medium,0.73
R02714,Data Engineer,New Grad,Kafka;AWS;GCP;Spark,Python;ETL,SQL,Airflow,2.5,2,medium,0.68
R02715,Embedded Software Engineer,Intern,RTOS;Microcontrollers;C,C++;SPI,UART,Debugging;I2C,0.6,2,medium,0.62
R02716,Systems Software Engineer,Mid,Memory Management;C;Profiling;Linux;Concurrency;Rust,C++,,,5.2,1,high,0.72
R02717,Machine Learning Engineer,New Grad,MLflow;scikit-learn;PyTorch;Docker,AWS;Python,TensorFlow,,1.8,4,medium,0.7
R02718,Embedded Software Engineer,Mid,SPI;I2C;C;Microcontrollers;C++;UART,Debugging;RTOS,,,4.6,2,high,0.73
R02719,Systems Software Engineer,New Grad,Linux;C;Concurrency;Memory Management,C++;Rust,Profiling,,1.4,4,medium,0.61
R02720,Full-Stack Engineer,Intern,TypeScript;Docker;Python,SQL;AWS,Node.js,React;JavaScript,0.0,3,medium,0.63
R02721,Systems Software Engineer,New Grad,Linux;Rust;Memory Management;C,Profiling;C++,Concurrency,,2.5,4,medium,0.63
R02722,Full-Stack Engineer,New Grad,Node.js;SQL;React;JavaScript,TypeScript;Docker,Python,AWS,1.0,3,medium,0.7
R02723,Embedded Software Engineer,Intern,C;Debugging;UART,Microcontrollers;RTOS,SPI,C++;I2C,1.3,2,medium,0.6
R02724,DevOps Engineer,Intern,AWS;CI/CD;Kubernetes,Linux;Docker,Python,Terraform,1.3,3,medium,0.57
R02725,Frontend Engineer,Intern,HTML;Testing;Accessibility,CSS;Next.js,JavaScript,React;TypeScript,0.4,4,medium,0.65
R02726,DevOps Engineer,Intern,CI/CD;AWS;Linux,Docker;Python,Terraform,Kubernetes,0.4,4,medium,0.57
R02727,Data Engineer,Senior,AWS;SQL;Airflow;ETL;GCP;Kafka;Python,Spark,,,11.4,0,high,0.79
R02728,Backend Software Engineer,Mid,PostgreSQL;C++;Python;AWS;Docker;REST APIs,CI/CD;SQL,Go,Java,5.9,1,high,0.7
R02729,Machine Learning Engineer,Junior,MLflow;Python;scikit-learn;AWS;Docker,PyTorch;TensorFlow,,,3.7,3,medium,0.75
R02730,Frontend Engineer,Intern,JavaScript;Accessibility;CSS,TypeScript;Testing,Next.js,HTML;React,1.5,2,medium,0.65
R02731,Frontend Engineer,Intern,CSS;Next.js;HTML,JavaScript;TypeScript,Testing,Accessibility;React,0.7,4,medium,0.58
R02732,Full-Stack Engineer,Junior,JavaScript;Python;AWS;TypeScript;Docker,SQL;React,Node.js,,2.6,3,medium,0.73
R02733,Frontend Engineer,Mid,CSS;TypeScript;Accessibility;Next.js;Testing;JavaScript,React;HTML,,,4.3,2,high,0.77
R02734,Machine Learning Engineer,Mid,AWS;PyTorch;scikit-learn;MLflow;TensorFlow;Docker,Python,,,6.0,2,high,0.74
R02735,Backend Software Engineer,New Grad,Docker;Java;Go;SQL,AWS;REST APIs,Python,C++;PostgreSQL,1.3,3,medium,0.69
R02736,Full-Stack Engineer,Intern,TypeScript;Node.js;SQL,Docker;JavaScript,React,Python;AWS,1.1,2,medium,0.63
R02737,Machine Learning Engineer,New Grad,MLflow;AWS;Python;PyTorch,scikit-learn;TensorFlow,Docker,,2.2,2,medium,0.66
R02738,Full-Stack Engineer,New Grad,Node.js;Docker;JavaScript;SQL,AWS;React,TypeScript,Python,1.9,4,medium,0.64
R02739,DevOps Engineer,Senior,Linux;AWS;Python;Terraform;Docker;Kubernetes;CI/CD,,,,10.4,2,high,0.84
R02740,Systems Software Engineer,New Grad,Concurrency;Memory Management;Rust;C++,C;Linux,Profiling,,2.3,4,medium,0.61
R02741,Site Reliability Engineer,Senior,Python;SLIs/SLOs;Go;Linux;Incident Response;Kubernetes;Observability,,,,10.6,1,high,0.78
R02742,Backend Software Engineer,Mid,Java;SQL;Docker;AWS;Go;Kubernetes,Python;C++,CI/CD,PostgreSQL,6.5,1,high,0.75
R02743,Site Reliability Engineer,New Grad,Linux;Incident Response;SLIs/SLOs;Go,Python;Observability,Kubernetes,,2.3,4,medium,0.68
R02744,Systems Software Engineer,Junior,Profiling;C++;Rust;Concurrency;Linux,C;Memory Management,,,3.1,1,medium,0.72
R02745,Full-Stack Engineer,Senior,TypeScript;Python;JavaScript;Node.js;Docker;React;AWS,SQL,,,9.4,0,high,0.83
R02746,Frontend Engineer,New Grad,Accessibility;Next.js;HTML;TypeScript,JavaScript;React,CSS,Testing,1.9,4,medium,0.69
R02747,Data Engineer,New Grad,SQL;Python;ETL;GCP,AWS;Airflow,Spark,Kafka,1.0,2,medium,0.66
R02748,Full-Stack Engineer,Intern,React;AWS;Python,Docker;SQL,TypeScript,JavaScript;Node.js,0.3,5,medium,0.6
R02749,Frontend Engineer,Junior,JavaScript;Next.js;TypeScript;HTML;Testing,Accessibility;CSS,React,,3.4,3,medium,0.71
R02750,Site Reliability Engineer,Junior,Python;Go;Observability;Linux;SLIs/SLOs,Incident Response;Kubernetes,,,3.6,1,medium,0.68
R02751,Site Reliability Engineer,Intern,Kubernetes;Python;Observability,SLIs/SLOs;Incident Response,Go,Linux,1.2,3,medium,0.6
R02752,Embedded Software Engineer,Junior,SPI;Debugging;C;UART;Microcontrollers,RTOS;I2C,C++,,3.2,2,medium,0.74
R02753,Backend Software Engineer,Intern,C++;Go;Kubernetes,REST APIs;Docker,CI/CD,Java;SQL;PostgreSQL,0.9,4,medium,0.57
R02754,Site Reliability Engineer,New Grad,Incident Response;SLIs/SLOs;Go;Observability,Kubernetes;Linux,Python,,1.2,4,medium,0.64
R02755,Backend Software Engineer,New Grad,Docker;CI/CD;Go;REST APIs,Kubernetes;SQL,PostgreSQL,AWS;Java,1.2,2,medium,0.65
R02756,Site Reliability Engineer,Junior,Observability;Linux;Python;Go;SLIs/SLOs,Incident Response;Kubernetes,,,2.1,2,medium,0.71
R02757,Machine Learning Engineer,Mid,Python;Docker;AWS;PyTorch;TensorFlow;MLflow,scikit-learn,,,5.6,2,high,0.76
R02758,Full-Stack Engineer,Intern,Docker;TypeScript;Node.js,AWS;SQL,JavaScript,React;Python,0.1,2,medium,0.64
R02759,DevOps Engineer,Senior,Docker;Python;Kubernetes;AWS;Linux;Terraform;CI/CD,,,,11.6,0,high,0.77
R02760,Data Engineer,Junior,Spark;AWS;Kafka;Airflow;Python,ETL;GCP,SQL,,2.1,2,medium,0.66
R02761,Embedded Software Engineer,Senior,SPI;UART;Microcontrollers;C;I2C;C++;RTOS,Debugging,,,11.5,0,high,0.77
R02762,Embedded Software Engineer,New Grad,RTOS;C;UART;C++,Debugging;Microcontrollers,I2C,SPI,2.4,3,medium,0.63
R02763,Backend Software Engineer,Senior,AWS;Docker;CI/CD;PostgreSQL;C++;Python;Go,SQL;Java,Kubernetes,,11.3,1,high,0.8
R02764,Backend Software Engineer,Senior,C++;AWS;REST APIs;SQL;Go;Kubernetes;Java,PostgreSQL;Docker,Python,,8.3,1,high,0.85
R02765,Embedded Software Engineer,Senior,Debugging;C++;RTOS;I2C;SPI;Microcontrollers;C,UART,,,11.9,2,high,0.79
R02766,Data Engineer,Senior,ETL;Airflow;GCP;Kafka;Spark;SQL;AWS,Python,,,7.3,2,high,0.77
R02767,Systems Software Engineer,New Grad,C++;C;Rust;Linux,Memory Management;Concurrency,Profiling,,1.8,2,medium,0.69
